Player,Year,Google Search Trend
Dion Waiters,2017,6000
Wilson Chandler,2017,4720000
Kelly Olynyk,2017,3000
Jeremy Lin,2017,1530000
Kemba Walker,2017,7100
Derrick Favors,2017,5800
Austin Rivers,2017,4780000
Courtney Lee,2017,4700000
Jordan Clarkson,2017,63000
John Henson,2017,3000000
Amir Johnson,2017,2240000
Alec Burks,2017,4900
Terrence Ross,2017,40000
Jon Leuer,2017,1210
Iman Shumpert,2017,1500000
Joe Johnson,2017,12300000
Darren Collison,2017,3800
Jared Dudley,2017,22500
Danny Green,2017,10700000
Meyers Leonard,2017,42000
Tony Snell,2017,22200
Al Jefferson,2017,7800000
Matthew Dellavedova,2017,4300
Trevor Booker,2017,15800
Andre Roberson,2017,17000
Dwight Powell,2017,36000
Jerryd Bayless,2017,1380
Avery Bradley,2017,3710000
JaMychal Green,2017,910
E'Twaun Moore,2017,310
Rudy Gay,2017,49000
Kosta Koufos,2017,770
Corey Brewer,2017,28000
Garrett Temple,2017,57000
Vince Carter,2017,2900000
Markieff Morris,2017,5200
Shaun Livingston,2017,12500
Cory Joseph,2017,1830000
Andrew Wiggins,2017,48000
Darrell Arthur,2017,36000
Channing Frye,2017,3900
Trevor Ariza,2017,8000
Al-Farouq Aminu,2017,1760
Cole Aldrich,2017,67000
Marco Belinelli,2017,3100
Jeremy Lamb,2017,28000
Kyle Korver,2017,7100
Jameer Nelson,2017,3000
Dewayne Dedmon,2017,1620
Jae Crowder,2017,9100
Jabari Parker,2017,1300
Langston Galloway,2017,1100
Lance Thomas,2017,1700000
Matt Barnes,2017,3850000
Ed Davis,2017,84000000
Rajon Rondo,2017,-4400
Jonathon Simmons,2017,17400
Wayne Ellington,2017,27000
Isaiah Thomas,2017,2710000
Karl-Anthony Towns,2017,41000
Joel Embiid,2017,25800
Josh McRoberts,2017,3100
Shelvin Mack,2017,1070
Alan Williams,2017,8100000
Brandan Wright,2017,5900
Wesley Johnson,2017,6800000
Tyler Johnson,2017,4700000
D'Angelo Russell,2017,400000
Brandon Ingram,2017,45000
Patrick Beverley,2017,46000
Aaron Gordon,2017,1600000
Deron Williams,2017,3000
Arron Afflalo,2017,1230
Anthony Tolliver,2017,5500
Thabo Sefolosha,2017,3410
Jason Smith,2017,14800000
Ben McLemore,2017,6800
Nick Young,2017,31600000
Patrick Patterson,2017,2340000
Mike Muscala,2017,840
Marcus Morris,2017,-100000
Dirk Nowitzki,2017,25000
Larry Sanders,2017,1980000
Jahlil Okafor,2017,3900
Dante Exum,2017,1630
Jaylen Brown,2017,35000
Richard Jefferson,2017,2500000
Sean Kilpatrick,2017,14900
Kyle Singler,2017,3100
Marcus Smart,2017,4300000
Justin Holiday,2017,3300000
Dragan Bender,2017,3100
Devin Harris,2017,70000
Ron Baker,2017,400000
Aron Baynes,2017,2420
Nerlens Noel,2017,2800
Alex Len,2017,2000000
Lance Stephenson,2017,27600
Julius Randle,2017,11500
Kyle O'Quinn,2017,3700
Mario Hezonja,2017,1260
Kris Dunn,2017,44000
Noah Vonleh,2017,890
Jonas Jerebko,2017,1240
Nemanja Bjelica,2017,3240
Nik Stauskas,2017,1470
Willie Cauley-Stein,2017,2380
Paul Pierce,2017,4300000
Buddy Hield,2017,8300
Will Barton,2017,10700000
Lavoy Allen,2017,1070
Zaza Pachulia,2017,4500
Nenê,2017,25000
Troy Daniels,2017,54000
Emmanuel Mudiay,2017,1880
Jamal Murray,2017,100000
Elfrid Payton,2017,2560
Doug McDermott,2017,27000
Tarik Black,2017,6500000
Tyreke Evans,2017,3900
Jodie Meeks,2017,7600
Zach LaVine,2017,26200
Stanley Johnson,2017,5200000
Thon Maker,2017,10700
Marquese Chriss,2017,4110
Seth Curry,2017,44000
James Ennis,2017,50000
Mindaugas Kuzminskas,2017,890
Ramon Sessions,2017,43000
Lucas Nogueira,2017,1732000
Frank Kaminsky,2017,12500
Andrew Nicholson,2017,2310000
Jakob Poeltl,2017,1660
Justise Winslow,2017,2940
Michael Carter-Williams,2017,5500000
Gary Harris,2017,2700000
Domantas Sabonis,2017,5800
Derrick Rose,2017,780000000
Malcolm Delaney,2017,25500
Reggie Bullock,2017,7500
Georgios Papagiannis,2017,900
Myles Turner,2017,46000
Bruno Caboclo,2017,4400
Ronnie Price,2017,2240000
Trey Lyles,2017,2300
Taurean Prince,2017,1950
Rodney Hood,2017,36000
Shabazz Napier,2017,1540
Rashad Vaughn,2017,4900
Clint Capela,2017,4760
David West,2017,-68000000
Udonis Haslem,2017,800
Jason Terry,2017,5900000
Jarrett Jack,2017,22000
Raymond Felton,2017,34000
Nick Collison,2017,-8700
Devin Booker,2017,33400
Dante Cunningham,2017,9900
Wade Baldwin,2017,50000
Monta Ellis,2017,3000
Cameron Payne,2017,4370000
Denzel Valentine,2017,11700
Kyle Anderson,2017,5200000
Jeff Green,2017,67000000
JaVale McGee,2017,6800
Luc Mbah a Moute,2017,2480
Aaron Brooks,2017,-400000
Michael Beasley,2017,58000
Marreese Speights,2017,1010
Omri Casspi,2017,2160
Spencer Hawes,2017,13400
Tim Frazier,2017,75000
Terry Rozier,2017,7700
Luke Babbitt,2017,2400
Shabazz Muhammad,2017,6800
Troy Williams,2017,2100000
Sam Dekker,2017,45000
Henry Ellenson,2017,2500
Jerian Grant,2017,1120
Quincy Acy,2017,3700
Tyler Zeller,2017,12400
Jordan Crawford,2017,2580000
Mike Scott,2017,7400000
Malik Beasley,2017,11500
Delon Wright,2017,2200
Caris LeVert,2017,3060
Mike Dunleavy,2017,5700
Justin Anderson,2017,500000
Ian Clark,2017,2300000
Joe Harris,2017,6600000
Spencer Dinwiddie,2017,11700
Glenn Robinson III,2017,239000
Tyler Ennis,2017,26700
Johnny O'Bryant,2017,1680
Jerami Grant,2017,8400
Joffrey Lauvergne,2017,1050
Bobby Portis,2017,4200
DeAndre Liggins,2017,1100
Malachi Richardson,2017,5200
Tony Allen,2017,600000
Willie Reed,2017,62000
Salah Mejri,2017,1580
Kevon Looney,2017,1580
Montrezl Harrell,2017,1290
Jarell Martin,2017,3200
Josh Richardson,2017,2140000
Jordan Mickey,2017,3340000
Tyus Jones,2017,4300
Josh Huestis,2017,880
Richaun Holmes,2017,1640
Pat Connaughton,2017,7900
Norman Powell,2017,2450000
Raul Neto,2017,66000
Chris McCullough,2017,51000
Okaro White,2017,1970
Rondae Hollis-Jefferson,2017,1390
Gerald Green,2017,5900000
Brice Johnson,2017,60000
Diamond Stone,2017,21300000
Isaiah Taylor,2017,3170000
Sheldon Mac,2017,41000
Isaiah Whitehead,2017,8100
Treveon Graham,2017,710
Paul Zipser,2017,2330
David Nwaba,2017,910
Dorian Finney-Smith,2017,3500
Yogi Ferrell,2017,2900
Patrick McCaw,2017,6900
Damian Jones,2017,2220000
Chinanu Onuaku,2017,340
Ivica Zubac,2017,3600
Deyonta Davis,2017,390
Andrew Harrison,2017,4700000
Wayne Selden,2017,15600
Rodney McGruder,2017,1700
Malcolm Brogdon,2017,4100
Marcus Georges-Hunt,2017,4465000
Cheick Diallo,2017,18700
Chasson Randle,2017,370
Tyler Ulis,2017,3900
Jake Layman,2017,5600
Dejounte Murray,2017,3520
Bryn Forbes,2017,8400
Pascal Siakam,2017,2900
Fred VanVleet,2017,6200
Bobby Brown,2017,21300000
Isaiah Canaan,2017,10500
Andrew Bogut,2017,6400
Gerald Henderson,2017,52000
Justin Hamilton,2017,3500000
Trey Burke,2017,16600
Alex Poythress,2017,2000
Joel Bolomboy,2017,690
Jeff Withey,2017,1860
Kay Felder,2017,10500
Michael Gbinije,2017,210
Leandro Barbosa,2017,4572000
Brandon Jennings,2017,60000
Demetrius Jackson,2017,15200
Quinn Cook,2017,4080000
Georges Niang,2017,6200
Aaron Harrison,2017,1730000
Jarell Eddie,2017,2390
Briante Weber,2017,710
Gary Payton II,2017,13000
Brandon Rush,2017,3040000
Ty Lawson,2017,40000
Derrick Williams,2017,2390000
Tim Quarterman,2017,3310
Marshall Plumlee,2017,2290
Anthony Brown,2017,25000000
Adreian Payne,2017,1020
James Michael McAdoo,2017,10000
James Young,2017,3000000
Danuel House,2017,2900
Darrun Hilliard,2017,290
Jonathan Gibson,2017,2070000
Daniel Ochefu,2017,130
Stephen Curry,2018,2600000
Russell Westbrook,2018,3390000
Chris Paul,2018,146000000
LeBron James,2018,8500000
Kyle Lowry,2018,54000
Blake Griffin,2018,2530000
Gordon Hayward,2018,440000
James Harden,2018,2710000
Paul George,2018,174000000
Mike Conley,2018,49000
Kevin Durant,2018,2200000
Paul Millsap,2018,12000
Al Horford,2018,7300
Damian Lillard,2018,96000
DeMar DeRozan,2018,37000
Jrue Holiday,2018,8000
Otto Porter,2018,2660000
CJ McCollum,2018,20100
Andrew Wiggins,2018,63000
Joel Embiid,2018,62000
Anthony Davis,2018,18100000
Andre Drummond,2018,39000
Bradley Beal,2018,6000
Hassan Whiteside,2018,4300
Dwight Howard,2018,2580000
Giannis Antetokounmpo,2018,101000
Steven Adams,2018,9800000
Kevin Love,2018,45000000
Marc Gasol,2018,24800
Chandler Parsons,2018,46000
Harrison Barnes,2018,2920000
Nicolas Batum,2018,13900
Rudy Gobert,2018,29000
Kawhi Leonard,2018,73000
DeAndre Jordan,2018,39000
LaMarcus Aldridge,2018,12100
Serge Ibaka,2018,12200
Aaron Gordon,2018,4500000
Danilo Gallinari,2018,6900
Victor Oladipo,2018,13500
Ryan Anderson,2018,15400000
Joakim Noah,2018,16700
Kyrie Irving,2018,4260000
Jabari Parker,2018,15100
Jimmy Butler,2018,1700000
Zach LaVine,2018,33500
Wesley Matthews,2018,4520000
Allen Crabbe,2018,11800
Enes Kanter,2018,54000
Tyler Johnson,2018,8000000
John Wall,2018,1220000000
George Hill,2018,83000000
Jeff Teague,2018,25000
Klay Thompson,2018,52000
Kent Bazemore,2018,4300
Evan Turner,2018,2340000
Tristan Thompson,2018,4515000
Draymond Green,2018,55000
Pau Gasol,2018,39000
Reggie Jackson,2018,412000
Bismack Biyombo,2018,3430
Evan Fournier,2018,-65000
Derrick Favors,2018,10200
Luol Deng,2018,3200
Gary Harris,2018,3700000
Andre Iguodala,2018,14300
Timofey Mozgov,2018,1840
Ian Mahinmi,2018,2400
Clint Capela,2018,8800
DeMarre Carroll,2018,3000
Gorgui Dieng,2018,5200
Eric Bledsoe,2018,18000
Trevor Ariza,2018,11400
Tobias Harris,2018,2298000
Ricky Rubio,2018,57000
James Johnson,2018,18000000
Robin Lopez,2018,3600000
Kenneth Faried,2018,2500
Marvin Williams,2018,1800000
Taj Gibson,2018,17800
Thaddeus Young,2018,58000
Tyson Chandler,2018,31000
Marcin Gortat,2018,13100
Kelly Olynyk,2018,5500
Cody Zeller,2018,8000
Eric Gordon,2018,9700000
Austin Rivers,2018,2600000
Michael Kidd-Gilchrist,2018,5800
Khris Middleton,2018,9900
Mason Plumlee,2018,1600
Wilson Chandler,2018,2000000
Solomon Hill,2018,4000000
Dion Waiters,2018,4900
Joe Ingles,2018,5700000
Jeremy Lin,2018,800000
Jordan Clarkson,2018,4225000
Miles Plumlee,2018,3500
Tyreke Evans,2018,4600
Courtney Lee,2018,5100000
Kemba Walker,2018,18100
Kentavious Caldwell-Pope,2018,4390
Avery Bradley,2018,2350000
Will Barton,2018,14700000
Zach Randolph,2018,47000
Alec Burks,2018,6600
Marcus Smart,2018,3700000
Iman Shumpert,2018,3730000
Tony Snell,2018,19600
Dante Exum,2018,2880
Meyers Leonard,2018,59000
John Henson,2018,2300000
Terrence Ross,2018,26000
Robert Covington,2018,247000
Rudy Gay,2018,72000
Jon Leuer,2018,1130
Darren Collison,2018,7400
Andre Roberson,2018,16500
Danny Green,2018,16800000
Dwight Powell,2018,39000
Matthew Dellavedova,2018,5400
Jared Dudley,2018,21000
Josh Richardson,2018,2400000
Norman Powell,2018,1900000
Markieff Morris,2018,11400
Rajon Rondo,2018,25000
E'Twaun Moore,2018,1460
Kosta Koufos,2018,940
Fred VanVleet,2018,9500
Wayne Ellington,2018,50000
Kyle Anderson,2018,6100000
Julius Randle,2018,16600
Jerryd Bayless,2018,1300
Markelle Fultz,2018,13700
Joe Harris,2018,6300000
Jerami Grant,2018,10600
Shaun Livingston,2018,19700
JaMychal Green,2018,1380
Garrett Temple,2018,70000
Cory Joseph,2018,2670000
Karl-Anthony Towns,2018,45000
Kyle Korver,2018,10000
Darrell Arthur,2018,41000
Lonzo Ball,2018,37900
Doug McDermott,2018,29000
Jae Crowder,2018,10700
Lance Thomas,2018,4300000
D'Angelo Russell,2018,400000
Jeremy Lamb,2018,1325000
Langston Galloway,2018,9400
Al-Farouq Aminu,2018,1160
Jayson Tatum,2018,50000
Mario Hezonja,2018,2210
Nemanja Bjelica,2018,3200
Ben Simmons,2018,3000000
Dewayne Dedmon,2018,1990
Marco Belinelli,2018,5400
Wesley Johnson,2018,7600000
Josh Jackson,2018,9200000
Montrezl Harrell,2018,5810
Jonathon Simmons,2018,12500
Brandon Ingram,2018,52000
Anthony Tolliver,2018,6600
De'Aaron Fox,2018,2800000
Ben McLemore,2018,7000
Patrick Patterson,2018,2100000
Jason Smith,2018,24900000
Marcus Morris,2018,2000000
DeMarcus Cousins,2018,25100
Josh Smith,2018,7900000
Thabo Sefolosha,2018,1100
Aron Baynes,2018,4100
Jaylen Brown,2018,52000
Patrick Beverley,2018,51000
Tony Parker,2018,5600000
Dirk Nowitzki,2018,37000
Mike Muscala,2018,1910
Jonathan Isaac,2018,7800000
Jamal Crawford,2018,28000
Ron Baker,2018,4000000
Willie Cauley-Stein,2018,4600
Dragan Bender,2018,3800
Lauri Markkanen,2018,19000
Justin Holiday,2018,13900000
Ed Davis,2018,14000000
Kyle O'Quinn,2018,4900
Lance Stephenson,2018,27000
Alex Len,2018,2000000
Luc Mbah a Moute,2018,1960
Mike Scott,2018,18000000
Emmanuel Mudiay,2018,2550
Kris Dunn,2018,47000
Frank Ntilikina,2018,8000
Glenn Robinson III,2018,4293000
Al Jefferson,2018,10400000
Stanley Johnson,2018,6400000
Buddy Hield,2018,8300
Jodie Meeks,2018,4600
Nenê,2018,61000
Zach Collins,2018,2290000
Frank Kaminsky,2018,14800
Michael Beasley,2018,57000
Jamal Murray,2018,200000
Rodney Hood,2018,50000
Justise Winslow,2018,3540
Malik Monk,2018,21800
Cameron Payne,2018,2790000
Brook Lopez,2018,9300000
Trey Lyles,2018,4400
Ekpe Udoh,2018,1800
Devin Booker,2018,45000
Myles Turner,2018,47000
Luke Kennard,2018,10200
Troy Daniels,2018,67000
Marquese Chriss,2018,1500
Bryn Forbes,2018,9500
Donovan Mitchell,2018,3080000
Terry Rozier,2018,14600
Elfrid Payton,2018,3270
Yogi Ferrell,2018,3500
Bam Adebayo,2018,8500
Jakob Poeltl,2018,2940
Justin Jackson,2018,7200000
Thon Maker,2018,16800
Cedi Osman,2018,8900
Sam Dekker,2018,55000
Guerschon Yabusele,2018,1220
Justin Patton,2018,64000
Domantas Sabonis,2018,7400
Jerian Grant,2018,1470
Corey Brewer,2018,27000
Delon Wright,2018,14200
Taurean Prince,2018,3940
Justin Anderson,2018,10600000
Shelvin Mack,2018,1260
Reggie Bullock,2018,14000
Bobby Portis,2018,7500
Dante Cunningham,2018,27000
Rondae Hollis-Jefferson,2018,2660
Tyus Jones,2018,5600
Jarell Martin,2018,3000
Greg Monroe,2018,1400000
Georgios Papagiannis,2018,1080
Vince Carter,2018,3400000
Carmelo Anthony,2018,1500000
Channing Frye,2018,6900
Devin Harris,2018,4116000
Zaza Pachulia,2018,4800
JaVale McGee,2018,11300
Udonis Haslem,2018,4100
Dwyane Wade,2018,15000000
Raymond Felton,2018,53000
Amir Johnson,2018,4040000
Jeff Green,2018,137000000
John Collins,2018,29400000
Denzel Valentine,2018,14700
Darius Miller,2018,61000
Henry Ellenson,2018,2000
Omri Casspi,2018,1320
Derrick Rose,2018,1050000000
Jonas Jerebko,2018,2130
Quincy Pondexter,2018,800
Nik Stauskas,2018,1670
Terrance Ferguson,2018,14200
Raul Neto,2018,4719000
Salah Mejri,2018,2540
Jarrett Allen,2018,49000
Isaiah Thomas,2018,1700000
Torrey Craig,2018,20100
Cole Aldrich,2018,45000
OG Anunoby,2018,5300
Shabazz Napier,2018,3550
Tyler Lydon,2018,5000
Tim Frazier,2018,53000
Trey Burke,2018,21700
Malik Beasley,2018,7900
Ian Clark,2018,3500000
Nerlens Noel,2018,4100
Deyonta Davis,2018,1120
Furkan Korkmaz,2018,14200
Caleb Swanigan,2018,1030
Caris LeVert,2018,4960
Kyle Kuzma,2018,34200
Tony Bradley,2018,2200000
Derrick White,2018,3400000
Kyle Singler,2018,1500
Spencer Dinwiddie,2018,20900
MarShon Brooks,2018,3700
Josh Hart,2018,2320000
Pat Connaughton,2018,6500
Noah Vonleh,2018,1550
James Ennis,2018,77000
Luke Kornet,2018,1630
Richaun Holmes,2018,3020
Malachi Richardson,2018,7400
Kevon Looney,2018,3920
Jahlil Okafor,2018,3200
Wayne Selden,2018,12700
Dorian Finney-Smith,2018,3700
Damian Jones,2018,2000000
Quinn Cook,2018,3350000
Wade Baldwin,2018,69000
Ivica Zubac,2018,3800
Rodney McGruder,2018,2220
Malcolm Brogdon,2018,4700
Cheick Diallo,2018,45300
Jake Layman,2018,8400
Dejounte Murray,2018,8600
Pascal Siakam,2018,11400
Treveon Graham,2018,760
David Nwaba,2018,1410
Gerald Green,2018,7400000
Georges Niang,2018,10000
Michael Carter-Williams,2018,3300000
Jawun Evans,2018,1400
Semi Ojeleye,2018,2000
Daniel Theis,2018,19900
Dwayne Bacon,2018,18600
Maxi Kleber,2018,18500
Jordan Bell,2018,9400000
Zhou Qi,2018,23500000
Sindarius Thornwell,2018,1080
Dillon Brooks,2018,2710000
Ivan Rabb,2018,5000
Tyler Dorsey,2018,29000
Sterling Brown,2018,16400000
Damyean Dotson,2018,1150
Abdel Nader,2018,9600
Wesley Iwundu,2018,770
Khem Birch,2018,1730
Royce O'Neale,2018,1720
Thomas Bryant,2018,5700000
Daniel Hamilton,2018,13700000
Jabari Bird,2018,4400
Antonio Blakeney,2018,4300
Ryan Arcidiacono,2018,4370
Monte Morris,2018,500000
Alfonzo McKinnie,2018,1570
Ike Anigbogu,2018,600
Tyrone Wallace,2018,24000
Shaquille Harrison,2018,10800
Patrick McCaw,2018,12700
Lorenzo Brown,2018,10600000
Davon Reed,2018,22200
Isaiah Canaan,2018,12900
Isaiah Whitehead,2018,9100
Bruno Caboclo,2018,15500
Andrew Bogut,2018,4700
Dakari Johnson,2018,1580
Chris Boucher,2018,57000
Malcolm Miller,2018,1600000
Edmond Sumner,2018,12700
Andrew Harrison,2018,4100000
Eric Moreland,2018,21700
Nick Young,2018,34000000
Danuel House,2018,6300
Okaro White,2018,1990
Ben Moore,2018,18600000
Tyler Zeller,2018,11500
Quincy Acy,2018,4500
Demetrius Jackson,2018,27700
JaKarr Sampson,2018,900
Gary Payton II,2018,19800
Alex Poythress,2018,2500
PJ Dozier,2018,6600
Alan Williams,2018,8800000
Tyler Ulis,2018,2800
John Holland,2018,20400000
Jalen Jones,2018,57000
Damion Lee,2018,19800
Johnathan Motley,2018,2330
Alex Caruso,2018,64000
Jaylen Morris,2018,8300
Isaiah Hicks,2018,19700
Kadeem Allen,2018,3000
Troy Williams,2018,2700000
Tyler Cavanaugh,2018,7700
Devin Robinson,2018,73000
Jonathan Gibson,2018,1900000
Kobi Simmons,2018,8700
Andre Ingram,2018,30000
Charles Cooke,2018,1800000
Scotty Hopson,2018,960
Stephen Curry,2019,2300000
Russell Westbrook,2019,3890000
Chris Paul,2019,50000000
James Harden,2019,3400000
John Wall,2019,730000000
LeBron James,2019,11400000
Kevin Durant,2019,3000000
Blake Griffin,2019,3000000
Kyle Lowry,2019,67000
Paul George,2019,25000000
Kemba Walker,2019,42000
Klay Thompson,2019,93000
Kawhi Leonard,2019,1931000
Jimmy Butler,2019,3000000
Tobias Harris,2019,3340000
Gordon Hayward,2019,4373000
Mike Conley,2019,57000
Kyrie Irving,2019,3400000
Khris Middleton,2019,18500
Paul Millsap,2019,17000
Damian Lillard,2019,5612000
Kevin Love,2019,66000000
Al Horford,2019,27700
DeMar DeRozan,2019,53000
CJ McCollum,2019,29700
Andrew Wiggins,2019,1475000
Joel Embiid,2019,85000
D'Angelo Russell,2019,700000
Karl-Anthony Towns,2019,58000
Devin Booker,2019,64000
Otto Porter,2019,2340000
Anthony Davis,2019,14900000
Andre Drummond,2019,67000
Hassan Whiteside,2019,12800
Bradley Beal,2019,95000
Jrue Holiday,2019,28300
LaMarcus Aldridge,2019,12100
Giannis Antetokounmpo,2019,5138000
Steven Adams,2019,13200000
Marc Gasol,2019,37000
Nicolas Batum,2019,18800
Rudy Gobert,2019,43000
Harrison Barnes,2019,1900000
Serge Ibaka,2019,23600
Danilo Gallinari,2019,12200
Victor Oladipo,2019,15500
Malcolm Brogdon,2019,13600
Terry Rozier,2019,18600
Aaron Gordon,2019,1400000
Zach LaVine,2019,50000
Kent Bazemore,2019,6200
Jeff Teague,2019,36000
Evan Turner,2019,2210000
Tristan Thompson,2019,3220000
Draymond Green,2019,70000
Gary Harris,2019,4600000
Myles Turner,2019,61000
Julius Randle,2019,20700
Derrick Favors,2019,13800
Andre Iguodala,2019,22100
Evan Fournier,2019,39000
Bismack Biyombo,2019,1800
Clint Capela,2019,11000
Gorgui Dieng,2019,9300
Ricky Rubio,2019,69000
Brandon Knight,2019,2300000
Eric Bledsoe,2019,23200
Ian Mahinmi,2019,3330
James Johnson,2019,162000000
Marcus Morris,2019,1000000
Bobby Portis,2019,10300
Danny Green,2019,46500000
Rudy Gay,2019,4304000
Cody Zeller,2019,12400
Eric Gordon,2019,7000000
Mason Plumlee,2019,5800
Jordan Clarkson,2019,2710000
Dewayne Dedmon,2019,2640
Solomon Hill,2019,5400000
Justise Winslow,2019,3500
Thaddeus Young,2019,1167000
Will Barton,2019,16500000
Courtney Lee,2019,7200000
Kelly Olynyk,2019,6900
Marcus Smart,2019,5400000
Terrence Ross,2019,48000
Patrick Beverley,2019,65000
Trevor Ariza,2019,10900
Brook Lopez,2019,9900000
Cory Joseph,2019,2020000
Joe Ingles,2019,5200000
Tony Snell,2019,31000
Robert Covington,2019,4081000
Meyers Leonard,2019,1143000
Spencer Dinwiddie,2019,37500
Jeremy Lamb,2019,4510000
Dwight Powell,2019,44000
George Hill,2019,7000000
Josh Richardson,2019,1800000
Norman Powell,2019,1780000
Tyus Jones,2019,7000
DeAndre Jordan,2019,62000
Markelle Fultz,2019,27500
John Henson,2019,1900000
Matthew Dellavedova,2019,4500
Dante Exum,2019,3500
Deandre Ayton,2019,14800
Jerami Grant,2019,10800
Fred VanVleet,2019,19200
Al-Farouq Aminu,2019,4800
Kyle Anderson,2019,3600000
Taj Gibson,2019,20400
Lonzo Ball,2019,51000
E'Twaun Moore,2019,2140
Kentavious Caldwell-Pope,2019,6400
Ben Simmons,2019,3400000
Maxi Kleber,2019,21200
Elfrid Payton,2019,5000
Wayne Ellington,2019,38000
Thomas Bryant,2019,7100000
Jayson Tatum,2019,81000
Jae Crowder,2019,12400
Joe Harris,2019,10900000
Seth Curry,2019,66000
DeMarre Carroll,2019,4600
Langston Galloway,2019,6600
Doug McDermott,2019,34000
Derrick Rose,2019,700000000
Brandon Ingram,2019,69000
Darius Miller,2019,62000
Josh Jackson,2019,10900000
Nemanja Bjelica,2019,5000
Jaylen Brown,2019,56000
Jabari Parker,2019,13000
De'Aaron Fox,2019,2200000
Trae Young,2019,3450000
Montrezl Harrell,2019,9900
Marco Belinelli,2019,7500
Jonathan Isaac,2019,10800000
Rodney Hood,2019,54000
Mo Bamba,2019,68000
Trey Lyles,2019,5800
Aron Baynes,2019,6800
Kris Dunn,2019,62000
Lauri Markkanen,2019,30800
Daniel Theis,2019,27000
Buddy Hield,2019,18300
Frank Ntilikina,2019,11700
Rodney McGruder,2019,3440
Enes Kanter,2019,59000
Garrett Temple,2019,4444000
Justin Holiday,2019,5500000
JaMychal Green,2019,3140
Avery Bradley,2019,2910000
Robin Lopez,2019,4200000
Mike Scott,2019,19900000
Frank Kaminsky,2019,18600
Richaun Holmes,2019,4210
Ed Davis,2019,28000000
Collin Sexton,2019,30000
Kevon Looney,2019,7900
Jamal Murray,2019,400000
Kevin Knox,2019,2230000
Zach Collins,2019,2570000
Mikal Bridges,2019,7500
Alex Len,2019,2600000
Malik Monk,2019,31000
Dorian Finney-Smith,2019,5500
JaVale McGee,2019,13400
Reggie Bullock,2019,19800
Patrick McCaw,2019,5900
Shai Gilgeous-Alexander,2019,13800
Luke Kennard,2019,11700
Miles Bridges,2019,26900000
Jakob Poeltl,2019,3790
Donovan Mitchell,2019,2820000
Stanley Johnson,2019,7500000
Jake Layman,2019,6000
Thon Maker,2019,17200
Jerome Robinson,2019,1950000
Danuel House,2019,9500
Domantas Sabonis,2019,13600
DeMarcus Cousins,2019,30400
Taurean Prince,2019,7000
Bam Adebayo,2019,15600
Justin Jackson,2019,6700000
Yogi Ferrell,2019,7300
Zhaire Smith,2019,2010
Ryan Arcidiacono,2019,3500
Quinn Cook,2019,3200000
Khem Birch,2019,3480
Cedi Osman,2019,10700
Donte DiVincenzo,2019,5900
Bryn Forbes,2019,12700
Lonnie Walker,2019,47000
Alex Caruso,2019,2479000
Malik Beasley,2019,13100
John Collins,2019,12000000
Kevin Huerter,2019,4750
Caris LeVert,2019,8700
Harry Giles,2019,600000
Vince Carter,2019,4100000
Wilson Chandler,2019,3600000
Thabo Sefolosha,2019,4000
Tyson Chandler,2019,67000
Dwight Howard,2019,2150000
Rajon Rondo,2019,28000
Jared Dudley,2019,29000
Udonis Haslem,2019,7700
Kyle Korver,2019,5700
Wesley Matthews,2019,2560000
Josh Okogie,2019,3240
Rondae Hollis-Jefferson,2019,3310
Terrance Ferguson,2019,18600
Grayson Allen,2019,1510000
Alfonzo McKinnie,2019,2910
Jarrett Allen,2019,87000
Pascal Siakam,2019,22700
Chandler Hutchison,2019,17200
Patrick Patterson,2019,2500000
Alec Burks,2019,10300
Damian Jones,2019,2500000
OG Anunoby,2019,10200
Markieff Morris,2019,10600
Luke Kornet,2019,2000
Aaron Holiday,2019,8000000
Willie Cauley-Stein,2019,4400
Kyle O'Quinn,2019,6200
Carmelo Anthony,2019,-100000
Anfernee Simons,2019,4240
Moritz Wagner,2019,1622000
Caleb Swanigan,2019,1290
Ben McLemore,2019,8400
Mike Muscala,2019,2770
Michael Carter-Williams,2019,5400000
Noah Vonleh,2019,2030
Torrey Craig,2019,16200
Edmond Sumner,2019,12100
Kyle Kuzma,2019,54000
Tony Bradley,2019,2200000
Derrick White,2019,4100000
Robert Williams,2019,38000000
Josh Hart,2019,2000000
Jacob Evans,2019,5100000
Omari Spellman,2019,2600
Nerlens Noel,2019,5400
Glenn Robinson III,2019,1770000
Bruno Caboclo,2019,19400
Shabazz Napier,2019,2800
JaKarr Sampson,2019,1300
Raul Neto,2019,2090000
Mario Hezonja,2019,3310
Emmanuel Mudiay,2019,3400
Pat Connaughton,2019,8100
Jahlil Okafor,2019,3900
Rodions Kurucs,2019,3190
Cheick Diallo,2019,48000
Treveon Graham,2019,2310
Georges Niang,2019,12800
Shaquille Harrison,2019,17700
Furkan Korkmaz,2019,18600
Semi Ojeleye,2019,2920
Dwayne Bacon,2019,25000
Dillon Brooks,2019,1940000
Sterling Brown,2019,19500000
Frank Jackson,2019,11900000
Damyean Dotson,2019,1460
Abdel Nader,2019,14600
Wesley Iwundu,2019,1240
Royce O'Neale,2019,2280
Monte Morris,2019,900000
Malcolm Miller,2019,3500000
Chris Boucher,2019,43000
Mitchell Robinson,2019,7400000
Brad Wanamaker,2019,7300
Theo Pinson,2019,5400
Shake Milton,2019,41000
Jalen Brunson,2019,5000
Keita Bates-Diop,2019,2390
