Player,Year,Google Search Trend
Roger Mason,2008,40000
Charlie Villanueva,2008,2860
Willie Green,2008,27000
Charlie Bell,2008,32000
Keyon Dooling,2008,247
Jeff Green,2008,2700000
Chucky Atkins,2008,3200
Brian Scalabrine,2008,188
Kris Humphries,2008,1750
Channing Frye,2008,1130
Luis Scola,2008,1250
Trevor Ariza,2008,460
Damien Wilkins,2008,1570
Brandon Roy,2008,29600
Carl Landry,2008,4400
Matt Bonner,2008,6100
Yi Jianlian,2008,614
Ike Diogu,2008,207
Kelenna Azubuike,2008,115
Randy Foye,2008,220
Andrew Bynum,2008,2300
Andray Blatche,2008,66
Corey Brewer,2008,2500
Eddie House,2008,50000
Mark Madsen,2008,10200
Rashad McCants,2008,180
Dorell Wright,2008,336
Rudy Gay,2008,6000
Keith Bogans,2008,123
Maurice Evans,2008,11700
Tony Allen,2008,39000
Chris Mihm,2008,290
Craig Smith,2008,4659000
Michael Finley,2008,9300
Brandan Wright,2008,450
Jason Hart,2008,19000
Joey Graham,2008,8200
Danny Granger,2008,2700
Damon Stoudamire,2008,210
Ricky Davis,2008,24300
Sebastian Telfair,2008,320
Joakim Noah,2008,1300
Maceo Baston,2008,117
Tyronn Lue,2008,3500
Spencer Hawes,2008,1900
Hakim Warrick,2008,166
Jarron Collins,2008,84
Acie Law,2008,300
Hilton Armstrong,2008,6100
Nate Robinson,2008,8900
Jarrett Jack,2008,3800
Walter Herrmann,2008,8100
Eddie Jones,2008,35000
Brevin Knight,2008,309
Grant Hill,2008,1100000
Thaddeus Young,2008,5100
Luther Head,2008,25000
Johan Petro,2008,1390
Thabo Sefolosha,2008,439
Jarvis Hayes,2008,6900
Brent Barry,2008,32000
Anthony Johnson,2008,3040000
Jason Maxiell,2008,132
Julian Wright,2008,23500
Ronnie Brewer,2008,2200
Linas Kleiza,2008,324
Antoine Wright,2008,9400
David Lee,2008,12400000
Al Thornton,2008,27000
Chuck Hayes,2008,8000
Cedric Simmons,2008,3530
Adrian Griffin,2008,9100
Francisco Elson,2008,3400
Rodney Stuckey,2008,490
Smush Parker,2008,113
Rodney Carney,2008,1670
Travis Diener,2008,300
Nick Young,2008,470000
Devean George,2008,200
Shawne Williams,2008,430
Sean Williams,2008,51000
Ronald Murray,2008,38000
Patrick O'Bryant,2008,450
Marco Belinelli,2008,320
Oleksiy Pecherov,2008,-76
Quincy Douby,2008,50
Javaris Crittenton,2008,160
Renaldo Balkman,2008,138
Jason Smith,2008,4370000
Calvin Booth,2008,5100
Rajon Rondo,2008,680
Malik Allen,2008,3900
Daequan Cook,2008,189
Lorenzen Wright,2008,520
Brian Skinner,2008,8300
Jason Williams,2008,-42000
Kevin Ollie,2008,1900
Theo Ratliff,2008,360
Sam Cassell,2008,2600
Jacque Vaughn,2008,2700
Jared Dudley,2008,1800
Josh Boone,2008,1700
Ronnie Price,2008,3800
Wilson Chandler,2008,22000
Kyle Lowry,2008,4500
Anthony Carter,2008,62000
Lindsey Hunter,2008,8300
Jamaal Magloire,2008,203
Ryan Bowen,2008,24100
Sean Marks,2008,18300
Michael Ruffin,2008,-3600
Morris Almond,2008,2600
Jordan Farmar,2008,570
Ime Udoka,2008,201
Aaron Brooks,2008,21800
Maurice Ager,2008,1370
Mardy Collins,2008,800
Arron Afflalo,2008,212
Ian Mahinmi,2008,97
Alando Tucker,2008,90
Chris Andersen,2008,11100
Devin Brown,2008,14900
Melvin Ely,2008,1550
Juan Dixon,2008,4600
Ryan Hollins,2008,2930
Chris Quinn,2008,20000
Dahntay Jones,2008,-12
Kareem Rush,2008,1310
Matt Barnes,2008,8200
Yakhouba Diawara,2008,35
Gerald Green,2008,50000
Josh Powell,2008,14900
Quinton Ross,2008,1000
Royal Ivey,2008,320
Brandon Bass,2008,8900
Von Wafer,2008,1500
Stephen Graham,2008,58000
Shavlik Randolph,2008,87
Jake Voskuhl,2008,72
Kyrylo Fesenko,2008,59
Randolph Morris,2008,8000
Solomon Jones,2008,27000
Leon Powe,2008,1160
Tarence Kinsey,2008,72
Steve Novak,2008,16200
Cheikh Samb,2008,300
Shannon Brown,2008,54000
Paul Millsap,2008,600
Dikembe Mutombo,2008,100
Jeremy Richardson,2008,9700
Ramon Sessions,2008,4200
Mario West,2008,47000
Thomas Gardner,2008,41000
Gabe Pruitt,2008,2000
Glen Davis,2008,6000
Aaron Gray,2008,2508000
Josh McRoberts,2008,320
Jamario Moon,2008,349
Joel Anthony,2008,76000
Marcin Gortat,2008,510
Dominic McGuire,2008,1700
Fred Jones,2008,850000
Austin Croshere,2008,75
Jermareo Davidson,2008,61
Eddie Gill,2008,4700
Paul Davis,2008,10200000
Courtney Sims,2008,3400
Blake Ahearn,2008,950
Linton Johnson,2008,3700
Andre Brown,2008,1960000
Demetris Nichols,2008,65
Dwayne Jones,2008,10800
Tracy McGrady,2009,3200
Kobe Bryant,2009,28700
Jermaine O'Neal,2009,800
Tim Duncan,2009,35000
Shaquille O'Neal,2009,11300
Dirk Nowitzki,2009,3200
Paul Pierce,2009,45000
Rashard Lewis,2009,1850
Ray Allen,2009,2510000
Michael Redd,2009,1400
Pau Gasol,2009,7200
Andrei Kirilenko,2009,810
Kevin Garnett,2009,6700
Yao Ming,2009,14800
Vince Carter,2009,50000
Gilbert Arenas,2009,5300
Zach Randolph,2009,7200
LeBron James,2009,78000
Carmelo Anthony,2009,31200
Dwyane Wade,2009,3430000
Chris Bosh,2009,2800
Kenyon Martin,2009,14200
Dwight Howard,2009,20100
Joe Johnson,2009,2770000
Elton Brand,2009,20200
Richard Jefferson,2009,63000
Larry Hughes,2009,27200
Chris Paul,2009,6300000
Carlos Boozer,2009,1170
Jason Richardson,2009,16000
Steve Nash,2009,37000
Tony Parker,2009,67000
Andrew Bynum,2009,4600
Deron Williams,2009,2600
Brad Miller,2009,1497000
Andre Iguodala,2009,920
Baron Davis,2009,19700
Erick Dampier,2009,180
Chauncey Billups,2009,540
Samuel Dalembert,2009,1380
Al Jefferson,2009,455000
Tyson Chandler,2009,4200
Antawn Jamison,2009,480
Richard Hamilton,2009,2170000
Zydrunas Ilgauskas,2009,570
Troy Murphy,2009,15800
Monta Ellis,2009,920
Josh Howard,2009,128000
Josh Smith,2009,67000
Bobby Simmons,2009,13400
Emeka Okafor,2009,690
Nenê,2009,600
Eddy Curry,2009,3500
Chris Kaman,2009,1450
Luol Deng,2009,120
Tayshaun Prince,2009,460
Kevin Martin,2009,1770000
Al Harrington,2009,25000
Ben Gordon,2009,1578000
Andrew Bogut,2009,2040
Danny Granger,2009,3800
Jason Terry,2009,60000
Mike Dunleavy,2009,990
Caron Butler,2009,2600
Mike Miller,2009,2400000
Kirk Hinrich,2009,540
Cuttino Mobley,2009,280
Earl Watson,2009,16700
Jamal Crawford,2009,3300
Quentin Richardson,2009,7100
Gerald Wallace,2009,14900
David West,2009,6700000
Boris Diaw,2009,2410
Darius Miles,2009,5000
Mehmet Okur,2009,6200
Corey Maggette,2009,380
Kenny Thomas,2009,41000
Devin Harris,2009,7400
Jason Kidd,2009,10800
Mark Blount,2009,11200
Tim Thomas,2009,1500000
Paul Millsap,2009,1160
Stephen Jackson,2009,1810000
Marcus Camby,2009,970
Marvin Williams,2009,40000
Antonio McDyess,2009,410
Lamar Odom,2009,5000
Etan Thomas,2009,1880
Udonis Haslem,2009,620
David Lee,2009,3600000
Shane Battier,2009,1030
Joel Przybilla,2009,586
Brian Cardinal,2009,8100
Dan Gadzuric,2009,-240
Andre Miller,2009,54000
Shawn Marion,2009,15600
Jerome James,2009,76000
Leandro Barbosa,2009,16000
Andrea Bargnani,2009,610
Charlie Villanueva,2009,2350
Luke Ridnour,2009,-80
Matt Harpring,2009,270
Nazr Mohammed,2009,230
Jared Jeffries,2009,-240
Mike James,2009,6600000
Tony Battie,2009,180
Nick Collison,2009,2170
Mike Bibby,2009,2260
Morris Peterson,2009,14000
Jason Kapono,2009,510
Jameer Nelson,2009,740
Jeff Foster,2009,75000
DeSagana Diop,2009,-263
James Posey,2009,5900
Chris Duhon,2009,420
Beno Udrih,2009,283
Brendan Haywood,2009,1280
Antonio Daniels,2009,19800
Rasheed Wallace,2009,1140
Trevor Ariza,2009,1360
Metta World Peace,2009,1310
Marcin Gortat,2009,2190
LaMarcus Aldridge,2009,230
Raymond Felton,2009,4800
John Salmons,2009,1410
Greg Oden,2009,2090
Adam Morrison,2009,30000
Raja Bell,2009,16700
Speedy Claxton,2009,410
Derrick Rose,2009,20800000
Kyle Korver,2009,960
Rafer Alston,2009,570
Derek Fisher,2009,19600
Jason Maxiell,2009,602
Reggie Evans,2009,6600
Steve Blake,2009,47000
Luke Walton,2009,12300
Kevin Durant,2009,21300
Zaza Pachulia,2009,261
Tyrus Thomas,2009,1420
Matt Carroll,2009,22300
Michael Beasley,2009,7000
Marcus Banks,2009,32000
Darius Songaila,2009,237
Jarrett Jack,2009,5500
Trenton Hassell,2009,400
Martell Webster,2009,1150
James Jones,2009,5100000
Al Horford,2009,1270
Delonte West,2009,1260
Kendrick Perkins,2009,2900
Ronny Turiaf,2009,460
Kwame Brown,2009,5400
Daniel Gibson,2009,61000
Nate Robinson,2009,11300
Travis Outlaw,2009,2320
Brandon Bass,2009,11700
Rasual Butler,2009,197
Brandon Roy,2009,27800
Fabricio Oberto,2009,1040
DeShawn Stevenson,2009,530
Mike Conley,2009,5900
Ryan Gomes,2009,11800
Kurt Thomas,2009,64000
Roger Mason,2009,14000
Russell Westbrook,2009,7200
Willie Green,2009,46000
Ramon Sessions,2009,9300
Amir Johnson,2009,10900
Chris Andersen,2009,13900
Charlie Bell,2009,53000
Randy Foye,2009,430
Keyon Dooling,2009,-45
Jeff Green,2009,3200000
Brian Cook,2009,65000
Brian Scalabrine,2009,278
Kevin Love,2009,2600000
Luis Scola,2009,2820
Damien Wilkins,2009,2180
Rudy Gay,2009,8800
Matt Bonner,2009,3600
Marc Gasol,2009,2250
Kris Humphries,2009,1350
Yi Jianlian,2009,270
Kelenna Azubuike,2009,344
Danilo Gallinari,2009,690
Glen Davis,2009,29000
Hakim Warrick,2009,460
Chris Wilcox,2009,9000
Grant Hill,2009,2700000
Carl Landry,2009,4200
Andray Blatche,2009,251
Corey Brewer,2009,3100
Eddie House,2009,664000
Mark Madsen,2009,9900
Eric Gordon,2009,4643000
Hilton Armstrong,2009,10200
Thabo Sefolosha,2009,130
Jamario Moon,2009,510
Dorell Wright,2009,537
Ronnie Brewer,2009,2200
Brandan Wright,2009,920
Jerry Stackhouse,2009,1000
Anthony Parker,2009,39000
Joe Alexander,2009,2300000
Mikki Moore,2009,3860
Maurice Evans,2009,20900
Tony Allen,2009,936000
Sebastian Telfair,2009,490
Dahntay Jones,2009,329
Craig Smith,2009,1880000
Michael Finley,2009,13200
Ricky Davis,2009,16000
Joakim Noah,2009,2930
Shawne Williams,2009,1040
Spencer Hawes,2009,3880
Brook Lopez,2009,40000
Acie Law,2009,860
Ryan Hollins,2009,-440
Anthony Johnson,2009,2890000
Jerryd Bayless,2009,311
Renaldo Balkman,2009,69
Chuck Hayes,2009,16600
Antoine Wright,2009,10000
Thaddeus Young,2009,11400
Rajon Rondo,2009,1440
Chucky Atkins,2009,4100
Jarvis Hayes,2009,5400
Brent Barry,2009,50400
Josh Boone,2009,13300
Jason Thompson,2009,75000
Kyle Lowry,2009,2200
Julian Wright,2009,22000
Shannon Brown,2009,246000
Bruce Bowen,2009,7300
Channing Frye,2009,830
Marquis Daniels,2009,2700
Ronald Murray,2009,53000
Jordan Farmar,2009,860
Brandon Rush,2009,14700
Al Thornton,2009,22000
Mardy Collins,2009,920
Anthony Randolph,2009,19000
Rodney Stuckey,2009,1910
Robin Lopez,2009,38000
Travis Diener,2009,170
Nick Young,2009,4770000
Francisco Elson,2009,6900
Marreese Speights,2009,144
Sean Williams,2009,254000
Hamed Haddadi,2009,210
Solomon Jones,2009,26000
Patrick O'Bryant,2009,410
Devean George,2009,150
Matt Barnes,2009,24000
Roy Hibbert,2009,1430
Oleksiy Pecherov,2009,97
Marco Belinelli,2009,1170
JaVale McGee,2009,250
Javaris Crittenton,2009,90
Daequan Cook,2009,217
Ryan Anderson,2009,5179000
Jared Dudley,2009,2500
Joe Smith,2009,1930000
Theo Ratliff,2009,1720
Lindsey Hunter,2009,12800
Anthony Carter,2009,53000
Brian Skinner,2009,8700
Kevin Ollie,2009,7500
Adonal Foyle,2009,181
Juwan Howard,2009,530
Ben Wallace,2009,48000
Malik Allen,2009,17800
Courtney Lee,2009,45000
Wilson Chandler,2009,7000
Ronnie Price,2009,29000
Jamaal Magloire,2009,560
Kosta Koufos,2009,154
Allen Iverson,2009,11800
Sean Marks,2009,26800
Jason Collins,2009,39000
Jarron Collins,2009,194
Nicolas Batum,2009,730
Aaron Brooks,2009,35000
Devin Brown,2009,24200
Arron Afflalo,2009,-34
George Hill,2009,4600000
Alando Tucker,2009,144
Chris Quinn,2009,61000
Darrell Arthur,2009,-300
Royal Ivey,2009,2970
Keith Bogans,2009,287
Quinton Ross,2009,3600
James Singleton,2009,14500
Aaron Gray,2009,3180000
Greg Buckner,2009,3100
Josh Powell,2009,24700
Yakhouba Diawara,2009,118
Stephen Graham,2009,2358000
Joey Graham,2009,17100
Johan Petro,2009,1260
Luther Head,2009,34000
Ike Diogu,2009,200
Sean May,2009,2100000
Joey Dorsey,2009,4110
Kyle Weaver,2009,8500
Kyrylo Fesenko,2009,68
Randolph Morris,2009,14800
Leon Powe,2009,540
Steve Novak,2009,11000
Rodney Carney,2009,2500
Ime Udoka,2009,370
Shelden Williams,2009,970
Will Bynum,2009,7100
Josh McRoberts,2009,150
Joel Anthony,2009,32000
Dominic McGuire,2009,1000
Mario Chalmers,2009,3300
Darnell Jackson,2009,7000
Jawad Williams,2009,880
Anthony Morrow,2009,17800
DeAndre Jordan,2009,2400
Bobby Brown,2009,3630000
Luc Mbah a Moute,2009,396
Nathan Jawai,2009,146
Henry Walker,2009,4095000
Malik Hairston,2009,360
Sonny Weems,2009,1300
Chris Douglas-Roberts,2009,30000
Kareem Rush,2009,1550
Jason Hart,2009,33000
Mario West,2009,77000
Anthony Tolliver,2009,800
Shavlik Randolph,2009,38
Pops Mensah-Bonsu,2009,169
Othello Hunter,2009,1860
Shaun Livingston,2009,2280
Ryan Bowen,2009,-200
Cartier Martin,2009,38800
Quincy Douby,2009,179
Paul Davis,2009,10100000
Desmond Mason,2009,13900
Kobe Bryant,2010,43000
Rashard Lewis,2010,610
Kevin Garnett,2010,10900
Tim Duncan,2010,54000
Michael Redd,2010,10200
Pau Gasol,2010,9800
Andrei Kirilenko,2010,370
Gilbert Arenas,2010,7900
Zach Randolph,2010,8300
Vince Carter,2010,86000
Dirk Nowitzki,2010,4100
Carmelo Anthony,2010,4741600
Dwight Howard,2010,21500
Kenyon Martin,2010,6300
Joe Johnson,2010,3630000
Elton Brand,2010,49000
Chris Paul,2010,10800000
Deron Williams,2010,4220
LeBron James,2010,83000
Chris Bosh,2010,6000
Jason Richardson,2010,56000
Carlos Boozer,2010,1950
Dwyane Wade,2010,3130000
Paul Pierce,2010,89000
Andrew Bynum,2010,4800
Rudy Gay,2010,13400
Brandon Roy,2010,216000
Tony Parker,2010,3561000
Samuel Dalembert,2010,3910
Antawn Jamison,2010,1180
Nick Collison,2010,8080
Chauncey Billups,2010,3240
Baron Davis,2010,26000
Al Jefferson,2010,4072000
Tyson Chandler,2010,5100
Richard Hamilton,2010,2150000
Andre Iguodala,2010,1360
Troy Murphy,2010,26000
Chris Kaman,2010,1070
Marcus Camby,2010,480
Josh Smith,2010,370000
Eddy Curry,2010,5300
Emeka Okafor,2010,980
Nenê,2010,10200
Luol Deng,2010,1780
LaMarcus Aldridge,2010,1110
Tayshaun Prince,2010,610
Kevin Martin,2010,2720000
Monta Ellis,2010,4300
Andrew Bogut,2010,170
Danny Granger,2010,5800
Jamal Crawford,2010,5300
Ben Gordon,2010,3910000
David Lee,2010,14000000
Jason Terry,2010,9999000
Mike Dunleavy,2010,1630
Caron Butler,2010,3500
Gerald Wallace,2010,21300
Steve Nash,2010,25000
Ray Allen,2010,3590000
Mehmet Okur,2010,9700
Corey Maggette,2010,470
Rajon Rondo,2010,3710
Kirk Hinrich,2010,750
Boris Diaw,2010,1140
Devin Harris,2010,13000
Jason Kidd,2010,21700
Andrea Bargnani,2010,620
Richard Jefferson,2010,46000
David West,2010,22300000
Lamar Odom,2010,7100
John Salmons,2010,2920
Jameer Nelson,2010,780
Luis Scola,2010,2900
Paul Millsap,2010,2210
Raymond Felton,2010,9200
Joel Przybilla,2010,-70
Shane Battier,2010,470
Shawn Marion,2010,6800
Andre Miller,2010,82000
Dan Gadzuric,2010,520
James Posey,2010,11600
Leandro Barbosa,2010,13600
Charlie Villanueva,2010,2500
Travis Outlaw,2010,4600
Brendan Haywood,2010,1820
Jared Jeffries,2010,3360
Nazr Mohammed,2010,240
Greg Oden,2010,4600
Marvin Williams,2010,21000
Morris Peterson,2010,43000
Jeff Foster,2010,229000
Jason Kapono,2010,890
Tyrus Thomas,2010,2120
DeSagana Diop,2010,553
Beno Udrih,2010,248
Rasheed Wallace,2010,3130
Metta World Peace,2010,2030
Trevor Ariza,2010,1100
Marcin Gortat,2010,820
Kevin Durant,2010,20500
Andray Blatche,2010,330
Jermaine O'Neal,2010,2700
Al Harrington,2010,34000
Wesley Matthews,2010,18100
Drew Gooden,2010,1600
Kyle Lowry,2010,7000
Mike Bibby,2010,1020
Derrick Rose,2010,40400000
Jamaal Tinsley,2010,250
Al Horford,2010,660
Luke Walton,2010,18900
Channing Frye,2010,2260
Reggie Evans,2010,5700
Kyle Korver,2010,1670
Jason Maxiell,2010,20
Mike Miller,2010,3280000
Amir Johnson,2010,34100
Michael Beasley,2010,17200
Mike Conley,2010,13200
Antonio McDyess,2010,380
Marcus Banks,2010,52000
Darius Songaila,2010,250
Martell Webster,2010,2830
Hasheem Thabeet,2010,620
Ronnie Brewer,2010,4700
Kendrick Perkins,2010,5600
Jarrett Jack,2010,12000
Chris Andersen,2010,23800
Jeff Green,2010,7100000
Charlie Bell,2010,59000
Brad Miller,2010,3710000
James Harden,2010,28400
Matt Carroll,2010,27800
Zaza Pachulia,2010,350
Randy Foye,2010,520
Hakim Warrick,2010,460
Nate Robinson,2010,19100
DeShawn Stevenson,2010,750
Yi Jianlian,2010,570
Russell Westbrook,2010,12200
Daniel Gibson,2010,64000
Anthony Morrow,2010,13800
Ryan Gomes,2010,15100
Steve Blake,2010,51000
Luke Ridnour,2010,460
Ronny Turiaf,2010,730
Brandon Bass,2010,19500
Willie Green,2010,64000
Ramon Sessions,2010,10500
Tyreke Evans,2010,1470
Jordan Farmar,2010,1110
Corey Brewer,2010,7600
Derek Fisher,2010,33800
Kevin Love,2010,3900000
Shaun Livingston,2010,3700
Dorell Wright,2010,400
Udonis Haslem,2010,1000
Carlos Delfino,2010,7200
Chris Duhon,2010,1830
Marc Gasol,2010,3620
Grant Hill,2010,4000000
Danilo Gallinari,2010,1030
Glen Davis,2010,90000
Joel Anthony,2010,10024000
Kelenna Azubuike,2010,266
Johan Petro,2010,3030
Will Bynum,2010,8500
Thabo Sefolosha,2010,280
Kris Humphries,2010,3710
Jonny Flynn,2010,4800
Joakim Noah,2010,2510
Eric Gordon,2010,5520000
Chris Wilcox,2010,15700
Jamario Moon,2010,900
Tony Allen,2010,4470000
Carl Landry,2010,6600
Matt Bonner,2010,10100
Raja Bell,2010,11500
Josh Howard,2010,10151000
Spencer Hawes,2010,3700
Stephen Curry,2010,51000
Thaddeus Young,2010,10900
Julian Wright,2010,50000
Anthony Parker,2010,1007000
Al Thornton,2010,44000
Rodney Stuckey,2010,1330
Sebastian Telfair,2010,570
Jordan Hill,2010,3500000
Nick Young,2010,2600000
Dahntay Jones,2010,220
David Andersen,2010,53000
Maurice Evans,2010,24000
Marquis Daniels,2010,3400
DeMar DeRozan,2010,2620
Brook Lopez,2010,56000
Rasual Butler,2010,378
Marco Belinelli,2010,970
Ryan Hollins,2010,2570
Brandon Jennings,2010,15300
Craig Smith,2010,4570000
Jerryd Bayless,2010,360
Quentin Richardson,2010,9000
Terrence Williams,2010,15000
Shannon Brown,2010,6628000
Anthony Tolliver,2010,1250
Jason Smith,2010,2150000
Jason Thompson,2010,68000
Daequan Cook,2010,280
Jared Dudley,2010,5600
Wilson Chandler,2010,78000
Gerald Henderson,2010,19600
Ben Wallace,2010,42000
Brandon Rush,2010,23200
Aaron Brooks,2010,25000
Keyon Dooling,2010,502
Tyler Hansbrough,2010,360
Chuck Hayes,2010,17800
Anthony Randolph,2010,26600
Arron Afflalo,2010,264
Earl Clark,2010,34000
Jason Williams,2010,3190000
Robin Lopez,2010,55000
Austin Daye,2010,1540
Marreese Speights,2010,191
Matt Barnes,2010,41000
James Johnson,2010,8300000
Roy Hibbert,2010,3040
Renaldo Balkman,2010,210
Jrue Holiday,2010,1080
JaVale McGee,2010,430
Keith Bogans,2010,210
Hamed Haddadi,2010,356
Ty Lawson,2010,10900
Solomon Jones,2010,40000
Jeff Teague,2010,6000
Eric Maynor,2010,790
Courtney Lee,2010,5820000
Ryan Anderson,2010,3120000
Roger Mason,2010,53000
Ronnie Price,2010,28000
Darren Collison,2010,1110
Kosta Koufos,2010,204
Jason Collins,2010,60000
Shaquille O'Neal,2010,9700
Kurt Thomas,2010,4632000
Brian Cardinal,2010,25100
Tracy McGrady,2010,3800
Theo Ratliff,2010,1810
Joe Smith,2010,2800000
Zydrunas Ilgauskas,2010,660
Juwan Howard,2010,1150
Eddie House,2010,3914000
Earl Boykins,2010,660
Anthony Carter,2010,2202000
Tony Battie,2010,490
Sean Marks,2010,41000
Omri Casspi,2010,318
Kwame Brown,2010,41700
Brian Scalabrine,2010,430
Jamaal Magloire,2010,280
Malik Allen,2010,16000
Earl Watson,2010,25000
Etan Thomas,2010,1770
Carlos Arroyo,2010,43000
Serge Ibaka,2010,760
Royal Ivey,2010,3700
Nicolas Batum,2010,950
George Hill,2010,5000000
Rodrigue Beaubois,2010,500
Quinton Ross,2010,4400
Brian Cook,2010,4279000
Francisco Elson,2010,10500
Erick Dampier,2010,610
Darrell Arthur,2010,20000
Taj Gibson,2010,3290
Kyrylo Fesenko,2010,179
DeMarre Carroll,2010,480
Wayne Ellington,2010,6400
Toney Douglas,2010,3000
Josh Powell,2010,27000
Delonte West,2010,2320
James Jones,2010,8800000
Aaron Gray,2010,3930000
Jon Brockman,2010,1510
Hilton Armstrong,2010,19800
Stephen Graham,2010,8300000
Joey Graham,2010,26600
Fabricio Oberto,2010,50
Luther Head,2010,88000
Antoine Wright,2010,16600
DeJuan Blair,2010,1700
Leon Powe,2010,1690
Shelden Williams,2010,1430
Sam Young,2010,6200000
Josh McRoberts,2010,1750
Dominic McGuire,2010,5700
Chris Quinn,2010,39000
Acie Law,2010,0
DeAndre Jordan,2010,3000
Mario Chalmers,2010,3200
Luc Mbah a Moute,2010,343
Chris Douglas-Roberts,2010,26000
Henry Walker,2010,1250000
Darnell Jackson,2010,7100
Sonny Weems,2010,2180
Joey Dorsey,2010,4500
Cartier Martin,2010,67000
Chase Budinger,2010,420
Jermaine Taylor,2010,3400
Ian Mahinmi,2010,541
Dante Cunningham,2010,5200
Derrick Brown,2010,93000
DaJuan Summers,2010,186
Jonas Jerebko,2010,248
Reggie Williams,2010,14100
Jodie Meeks,2010,3630
Marcus Thornton,2010,14300
Damien Wilkins,2010,4300
Steve Novak,2010,25300
Alonzo Gee,2010,2320
Rodney Carney,2010,3700
Jarron Collins,2010,330
Pops Mensah-Bonsu,2010,226
Sundiata Gaines,2010,284
Jawad Williams,2010,1260
Brian Skinner,2010,16300
Ime Udoka,2010,320
Jerry Stackhouse,2010,1420
Lester Hudson,2010,12300
Earl Barron,2010,5200
Garrett Temple,2010,16700
Danny Green,2010,260000
Joe Alexander,2010,-7100000
Bobby Simmons,2010,15000
Kobe Bryant,2011,70000
Vince Carter,2011,4324000
Kevin Garnett,2011,21600
Tim Duncan,2011,74000
Rashard Lewis,2011,1910
Gilbert Arenas,2011,10600
Dirk Nowitzki,2011,12400
Pau Gasol,2011,18800
Carmelo Anthony,2011,5970000
Dwight Howard,2011,38000
Joe Johnson,2011,3000000
Richard Hamilton,2011,3640000
Elton Brand,2011,10000
Deron Williams,2011,8400
Chris Paul,2011,34200000
Brandon Roy,2011,11458000
LeBron James,2011,3645000
Chris Bosh,2011,7600
Dwyane Wade,2011,2570000
Kevin Durant,2011,54200
Paul Pierce,2011,1438000
Baron Davis,2011,35000
Zach Randolph,2011,13600
Antawn Jamison,2011,40
Rudy Gay,2011,34000
Andrew Bynum,2011,5000
Chauncey Billups,2011,1620
Chris Kaman,2011,2130
Al Jefferson,2011,-3420000
Andre Iguodala,2011,1340
Carlos Boozer,2011,2470
Tyson Chandler,2011,9300
Nenê,2011,1800
Marc Gasol,2011,4400
Emeka Okafor,2011,650
Tony Parker,2011,3190000
Josh Smith,2011,4253000
LaMarcus Aldridge,2011,1540
Luol Deng,2011,1570
Danny Granger,2011,20100
Al Horford,2011,2500
Joakim Noah,2011,4500
Andrew Bogut,2011,1120
Steve Nash,2011,41000
David Lee,2011,63900000
Ben Gordon,2011,3100000
Kevin Martin,2011,9100000
Marcus Camby,2011,2880
